Title,redump_name,serial,MCPFile,EMUFile,PSPSerial,Language,Developer,Genre,Publisher,Release_Date,Region,uuid,Filename
Xena: Warrior Princess,Xena - Warrior Princess (Germany),SLES-02267,SLES-02267-1.mcd,SLES-02267_1.mcd,SLES02267,German,Universal Interactive Studios,Beat'em Up / Action,Electronic Arts,10/15/1999,PAL,1999-09-01-14-30-33-00,
Xena: Warrior Princess,Xena - Warrior Princess (Spain),SLES-02268,SLES-02268-1.mcd,SLES-02268_1.mcd,SLES02268,Spanish,Universal Interactive Studios,Beat'em Up / Action,Electronic Arts,10/15/1999,PAL,1999-09-01-14-30-33-00,
Xena: Warrior Princess,Xena - Warrior Princess (USA),SLUS-00977,SLUS-00977-1.mcd,SLUS-00977_1.mcd,SLUS00977,English,Universal Interactive Studios,Beat'em Up / Action,Electronic Arts,10/7/1999,NTSC-U,1999-08-14-15-30-33-00,
Xenocracy: The Ultimate Solar War,Xenocracy - The Ultimate Solar War (Europe),SLES-00811,SLES-00811-1.mcd,SLES-00811_1.mcd,SLES00811,English,Simis Ltd,Shooter / Action,Grolier Interactive,7/15/1998,PAL,1998-06-01-10-10-00-00,
Xenocracy: The Ultimate Solar War,Xenocracy - The Ultimate Solar War (France),SLES-00812,SLES-00812-1.mcd,SLES-00812_1.mcd,SLES00812,French,Simis Ltd,Shooter / Action,Grolier Interactive,7/15/1998,PAL,1998-06-23-18-00-00-00,
Xenocracy: The Ultimate Solar War,Xenocracy - The Ultimate Solar War (Germany),SLES-00813,SLES-00813-1.mcd,SLES-00813_1.mcd,SLES00813,German,Simis Ltd,Shooter / Action,Grolier Interactive,7/15/1998,PAL,1998-06-10-17-00-00-00,
Xenocracy: The Ultimate Solar War,Xenocracy - The Ultimate Solar War (Italy),SLES-00814,SLES-00814-1.mcd,SLES-00814_1.mcd,SLES00814,Italian,Simis Ltd,Shooter / Action,Grolier Interactive,7/15/1998,PAL,1998-06-24-18-00-00-00,
Xenocracy: The Ultimate Solar War,Xenocracy - The Ultimate Solar War (Spain),SLES-00815,SLES-00815-1.mcd,SLES-00815_1.mcd,SLES00815,Spanish,Simis Ltd,Shooter / Action,Grolier Interactive,7/15/1998,PAL,1998-06-29-18-00-00-00,
Xenogears (Disc 1),Xenogears (Japan) (Disc 1),SLPS-01160,SLPS-01160-1.mcd,SLPS-01160_1.mcd,SLPS01160,Japanese,Squaresoft,RPG,Squaresoft,2/11/1998,NTSC-J,1998-01-12-00-00-00-00,
Xenogears (Disc 2),Xenogears (Japan) (Disc 2),SLPS-01161,SLPS-01161-1.mcd,SLPS-01161_1.mcd,SLPS01161,Japanese,Squaresoft,RPG,Squaresoft,2/11/1998,NTSC-J,1998-01-12-00-00-00-00,
Xenogears (Disc 1),Xenogears (USA) (Disc 1),SLUS-00664,SLUS-00664-1.mcd,SLUS-00664_1.mcd,SLUS00664,English,Squaresoft,RPG,Squaresoft,10/20/1998,NTSC-U,1998-08-27-17-30-00-00,
Xenogears (Disc 2),Xenogears (USA) (Disc 2),SLUS-00669,SLUS-00669-1.mcd,SLUS-00669_1.mcd,SLUS00669,English,Squaresoft,RPG,Squaresoft,10/20/1998,NTSC-U,1998-08-27-18-00-00-00,
Xevious 3D-G+,Xevious 3D-G+ (Europe),SCES-00736,SCES-00736-1.mcd,SCES-00736_1.mcd,SCES00736,English,Namco,Shooter,Namco,8/15/1997,PAL,1997-03-21-13-30-00-00,
Xevious 3D/G+,Xevious 3D-G+ (Japan),SLPS-00750,SLPS-00750-1.mcd,SLPS-00750_1.mcd,SLPS00750,English,Namco,Shooter,Namco,3/28/1997,NTSC-J,1997-02-20-23-00-00-00,
Xevious 3D-G+,Xevious 3D-G+ (USA),SLUS-00461,SLUS-00461-1.mcd,SLUS-00461_1.mcd,SLUS00461,English,Namco,Shooter,Namco,11/17/1997,NTSC-U,1997-03-17-15-00-00-00,
"X-Files, The (Disc 1)","X-Files, The (Europe, Australia) (Disc 1)",SCES-01565,SCES-01565-1.mcd,SCES-01565_1.mcd,SCES01565,English,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-20-12-43-28-57,
"X-Files, The (Disc 2)","X-Files, The (Europe, Australia) (Disc 2)",SCES-11565,SCES-11565-1.mcd,SCES-11565_1.mcd,SCES11565,English,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-20-12-44-02-40,
"X-Files, The (Disc 3)","X-Files, The (Europe, Australia) (Disc 3)",SCES-21565,SCES-21565-1.mcd,SCES-21565_1.mcd,SCES21565,English,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-20-12-49-57-99,
"X-Files, The (Disc 4)","X-Files, The (Europe, Australia) (Disc 4)",SCES-31565,SCES-31565-1.mcd,SCES-31565_1.mcd,SCES31565,English,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-20-12-34-01-74,
"X-Files, The (Disc 1)","X-Files, The (France) (Disc 1)",SCES-01566,SCES-01566-1.mcd,SCES-01566_1.mcd,SCES01566,French,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-26-18-14-20-51,
"X-Files, The (Disc 2)","X-Files, The (France) (Disc 2)",SCES-11566,SCES-11566-1.mcd,SCES-11566_1.mcd,SCES11566,French,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-20-18-32-38-03,
"X-Files, The (Disc 3)","X-Files, The (France) (Disc 3)",SCES-21566,SCES-21566-1.mcd,SCES-21566_1.mcd,SCES21566,French,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-20-18-40-44-95,
"X-Files, The (Disc 4)","X-Files, The (France) (Disc 4)",SCES-31566,SCES-31566-1.mcd,SCES-31566_1.mcd,SCES31566,French,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-20-18-38-57-73,
"X-Files, The (Disc 1)","X-Files, The (Germany) (Disc 1)",SCES-01567,SCES-01567-1.mcd,SCES-01567_1.mcd,SCES01567,German,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-24-15-18-19-66,
"X-Files, The (Disc 2)","X-Files, The (Germany) (Disc 2)",SCES-11567,SCES-11567-1.mcd,SCES-11567_1.mcd,SCES11567,German,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-24-15-18-39-76,
"X-Files, The (Disc 3)","X-Files, The (Germany) (Disc 3)",SCES-21567,SCES-21567-1.mcd,SCES-21567_1.mcd,SCES21567,German,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-24-15-46-18-51,
"X-Files, The (Disc 4)","X-Files, The (Germany) (Disc 4)",SCES-31567,SCES-31567-1.mcd,SCES-31567_1.mcd,SCES31567,German,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-24-15-58-48-13,
"X-Files, The (Disc 1)","X-Files, The (Italy) (Disc 1)",SCES-01568,SCES-01568-1.mcd,SCES-01568_1.mcd,SCES01568,Italian,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-24-18-45-11-34,
"X-Files, The (Disc 2)","X-Files, The (Italy) (Disc 2)",SCES-11568,SCES-11568-1.mcd,SCES-11568_1.mcd,SCES11568,Italian,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-24-19-17-11-59,
"X-Files, The (Disc 3)","X-Files, The (Italy) (Disc 3)",SCES-21568,SCES-21568-1.mcd,SCES-21568_1.mcd,SCES21568,Italian,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-24-19-30-51-84,
"X-Files, The (Disc 4)","X-Files, The (Italy) (Disc 4)",SCES-31568,SCES-31568-1.mcd,SCES-31568_1.mcd,SCES31568,Italian,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-24-19-54-06-62,
"X-Files, The (Disc 1)","X-Files, The (Spain) (Disc 1)",SCES-01569,SCES-01569-1.mcd,SCES-01569_1.mcd,SCES01569,Spanish,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-25-10-47-48-73,
"X-Files, The (Disc 2)","X-Files, The (Spain) (Disc 2)",SCES-11569,SCES-11569-1.mcd,SCES-11569_1.mcd,SCES11569,Spanish,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-25-11-06-05-32,
"X-Files, The (Disc 3)","X-Files, The (Spain) (Disc 3)",SCES-21569,SCES-21569-1.mcd,SCES-21569_1.mcd,SCES21569,Spanish,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-25-11-22-37-61,
"X-Files, The (Disc 4)","X-Files, The (Spain) (Disc 4)",SCES-31569,SCES-31569-1.mcd,SCES-31569_1.mcd,SCES31569,Spanish,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,PAL,1999-08-25-11-36-43-13,
"X-Files, The (Disc 1)","X-Files, The (USA) (Disc 1)",SLUS-00915,SLUS-00915-1.mcd,SLUS-00915_1.mcd,SLUS00915,English,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,NTSC-U,1999-09-29-15-04-31-55,
"X-Files, The (Disc 2)","X-Files, The (USA) (Disc 2)",SLUS-00949,SLUS-00949-1.mcd,SLUS-00949_1.mcd,SLUS00949,English,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,NTSC-U,1999-09-29-15-34-12-01,
"X-Files, The (Disc 3)","X-Files, The (USA) (Disc 3)",SLUS-00950,SLUS-00950-1.mcd,SLUS-00950_1.mcd,SLUS00950,English,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,NTSC-U,1999-09-29-10-08-02-44,
"X-Files, The (Disc 4)","X-Files, The (USA) (Disc 4)",SLUS-00951,SLUS-00951-1.mcd,SLUS-00951_1.mcd,SLUS00951,English,HyperBole Studios,Adventure,Fox Interactive,11/2/1999,NTSC-U,1999-09-29-10-08-39-24,
XI [sГЎi],XI [sai] (Japan) (Demo 2),PAPX-90037,PAPX-90037-1.mcd,PAPX-90037_1.mcd,PAPX90037,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1997-08-26-16-35-05-00,
XI [sГЎi],"XI [sai] (Japan) (En,Ja)",SCPS-10051,SCPS-10051-1.mcd,SCPS-10051_1.mcd,SCPS10051,English / Japanese,Shift,Action / Puzzle,Sony,6/18/1998,NTSC-J,1997-08-26-16-35-05-00,
XI [sГЎi],"XI [sai] (Japan) (En,Ja) (Demo 1)",PAPX-90032,PAPX-90032-1.mcd,PAPX-90032_1.mcd,PAPX90032,English / Japanese,N/A,N/A,N/A,N/A,NTSC-J,1997-08-26-16-35-05-00,
XI [sГЎi] Jumbo,XI [sai] Jumbo (Japan),SCPS-10123,SCPS-10123-1.mcd,SCPS-10123_1.mcd,SCPS10123,Japanese,Shift,Puzzle / Action,Sony Computer Entertainment Inc,12/22/1999,NTSC-J,1999-11-27-22-22-05-00,
XI [sГЎi] Super Play Collection: XI wa Futatabi Nagerareta: Special CD-ROM,XI [sai] Super Play Collection - XI wa Futatabi Nagerareta - Special CD-ROM (Japan),SLPM-80350,SLPM-80350-1.mcd,SLPM-80350_1.mcd,SLPM80350,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1997-08-26-16-35-05-00,
X-Men: Children of the Atom,X-Men - Children of the Atom (Europe),SLES-00198,SLES-00198-1.mcd,SLES-00198_1.mcd,SLES00198,English,Capcom / Probe Entertainment Limited,Fighting,"Acclaim Entertainment, Inc",2/27/1998,PAL,1998-01-29-00-00-00-00,
X-Men: Children of the Atom,X-Men - Children of the Atom (USA),SLUS-00044,SLUS-00044-1.mcd,SLUS-00044_1.mcd,SLUS00044,English,Capcom / Probe Entertainment Limited,Fighting,"Acclaim Entertainment, Inc",2/10/1998,NTSC-U,1998-01-29-00-00-00-00,
X-Men: Mutant Academy & Spider-Man,X-Men - Mutant Academy & Spider-Man (Japan) (Demo),SLPM-80609,SLPM-80609-1.mcd,SLPM-80609_1.mcd,SLPM80609,Japanese,N/A,N/A,N/A,N/A,NTSC-J,2001-01-29-10-05-00-00,
X-Men: Mutant Academy,X-Men - Mutant Academy (Europe),SLES-02865,SLES-02865-1.mcd,SLES-02865_1.mcd,SLES02865,English,Paradox Development,Fighting,Activision,8/18/2000,PAL,0000-07-17-14-15-51-00,
X-Men: Mutant Academy,X-Men - Mutant Academy (Germany),SLES-02866,SLES-02866-1.mcd,SLES-02866_1.mcd,SLES02866,German,Paradox Development,Fighting,Success,8/18/2000,PAL,0000-07-18-10-47-56-00,
X-Men: Mutant Academy,X-Men - Mutant Academy (Japan),SLPM-86765,SLPM-86765-1.mcd,SLPM-86765_1.mcd,SLPM86765,Japanese,Paradox Development,Fighting,Success,4/12/2001,NTSC-J,2001-03-04-15-20-00-00,
X-Men: Mutant Academy,X-Men - Mutant Academy (USA),SLUS-00774,SLUS-00774-1.mcd,SLUS-00774_1.mcd,SLUS00774,English,Paradox Development,Fighting,Activision,6/28/2000,NTSC-U,0000-06-13-08-00-00-00,
X-Men: Mutant Academy (Demo),X-Men - Mutant Academy (USA) (Demo),SLUS-81223,SLUS-81223-1.mcd,SLUS-81223_1.mcd,SLUS81223,English,N/A,N/A,N/A,N/A,NTSC-U,0000-06-05-19-16-43-00,
X-Men: Mutant Academy 2,X-Men - Mutant Academy 2 (Europe),SLES-03630,SLES-03630-1.mcd,SLES-03630_1.mcd,SLES03630,English,Paradox Development,Fighting,Activision,9/20/2001,PAL,1901-08-15-09-35-31-43,
X-Men: Mutant Academy 2,X-Men - Mutant Academy 2 (Japan),SLPM-87077,SLPM-87077-1.mcd,SLPM-87077_1.mcd,SLPM87077,Japanese,Paradox Development,Fighting,Success,3/6/2003,NTSC-J,2002-11-26-17-35-00-00,
X-Men: Mutant Academy 2,X-Men - Mutant Academy 2 (USA),SLUS-01382,SLUS-01382-1.mcd,SLUS-01382_1.mcd,SLUS01382,English,Paradox Development,Fighting,Activision,9/20/2001,NTSC-U,1901-07-28-18-19-32-71,
X-Men vs. Street Fighter: EX Edition,X-Men vs. Street Fighter - EX Edition (Japan),SLPS-01284,SLPS-01284-1.mcd,SLPS-01284_1.mcd,SLPS01284,Japanese,Value Wave,Fighting,Capcom,2/26/1998,NTSC-J,1998-01-12-00-00-00-00,
X-Men vs. Street Fighter,X-Men vs. Street Fighter (Europe),SLES-01247,SLES-01247-1.mcd,SLES-01247_1.mcd,SLES01247,English,Value Wave,Fighting,Capcom,11/27/1998,PAL,1998-05-18-10-00-00-00,
X-Men vs. Street Fighter,X-Men vs. Street Fighter (USA),SLUS-00627,SLUS-00627-1.mcd,SLUS-00627_1.mcd,SLUS00627,English,Value Wave,Fighting,Capcom,6/15/1998,NTSC-U,1998-04-03-15-00-00-00,
XS Airboat Racing,"XS Airboat Racing (Europe) (En,Fr,De,Es,It)",SLES-04101,SLES-04101-1.mcd,SLES-04101_1.mcd,SLES04101,English / French / German / Italian / Spanish,Miracle Designs,Racing,XS Games,6/10/2003,PAL,2003-09-08-19-01-59-00,
XS Airboat Racing,XS Airboat Racing (USA),SLUS-01566,SLUS-01566-1.mcd,SLUS-01566_1.mcd,SLUS01566,English,Miracle Designs,Racing,XS Games,6/10/2003,NTSC-U,2003-06-02-23-22-45-00,
XS Junior League Dodgeball,XS Junior League Dodgeball (USA),SLUS-01560,SLUS-01560-1.mcd,SLUS-01560_1.mcd,SLUS01560,English,Aroma,Sports / Dodgeball,XS Games,9/3/2003,NTSC-U,2003-08-04-16-15-18-00,
XS Junior League Football,XS Junior League Football (USA),SLUS-01554,SLUS-01554-1.mcd,SLUS-01554_1.mcd,SLUS01554,English,Wahoo Studios,Football,XS Games,12/3/2003,NTSC-U,2003-11-14-13-28-51-00,
XS Junior League Soccer,"XS Junior League Soccer (Europe) (En,Fr,De,Es,It)",SLES-04120,SLES-04120-1.mcd,SLES-04120_1.mcd,SLES04120,English / French / German / Italian / Spanish,Wahoo Studios,Soccer,XS Games,9/29/2004,PAL,2003-10-13-13-07-35-00,
XS Junior League Soccer,XS Junior League Soccer (USA),SLUS-01520,SLUS-01520-1.mcd,SLUS-01520_1.mcd,SLUS01520,English,Wahoo Studios,Soccer,XS Games,12/10/2003,NTSC-U,2003-09-29-13-36-24-00,
XS Moto,"XS Moto (Europe) (En,Fr,De,Es,It)",SLES-04095,SLES-04095-1.mcd,SLES-04095_1.mcd,SLES04095,English / French / German / Italian / Spanish,Interactive Entertainment / Bubble Boy Limited,Driving / Racing,XS Games LLC,10/7/2004,PAL,2003-07-28-16-48-14-00,
XS Moto,XS Moto (USA),SLUS-01506,SLUS-01506-1.mcd,SLUS-01506_1.mcd,SLUS01506,English,Interactive Entertainment / Bubble Boy Limited,Driving / Racing,XS Games LLC,3/1/2003,NTSC-U,2002-10-23-20-17-26-00,
X'treme Roller,"X'treme Roller (Europe) (En,Fr,De,Es,It,Pt)",SLES-03433,SLES-03433-1.mcd,SLES-03433_1.mcd,SLES03433,English / French / German / Italian / Portuguese / Spanish,Titus Software Corp,Racing / Skate,Microids,10/24/2002,PAL,2001-08-27-11-36-09-00,
Yagami Hiroki no Game-Taste: Munasawagi no Yokan,Yagami Hiroki no Game-Taste - Munasawagi no Yokan (Japan),SLPS-02064,SLPS-02064-1.mcd,SLPS-02064_1.mcd,SLPS02064,Japanese,Nihon Create,Adventure / Dating Simulation,Kodansha,5/20/1999,NTSC-J,1999-04-12-23-59-59-00,
Yakiniku Action Game: Yakiniku Bugyou,Yakiniku Action Game - Yakiniku Bugyou (Japan),SLPS-03209,SLPS-03209-1.mcd,SLPS-03209_1.mcd,SLPS03209,Japanese,Media Entertainment,Puzzle / Action,Media Entertainment,5/24/2001,NTSC-J,1901-03-15-12-00-00-00,
Yakitori Musume: Sugoude Hanjouki,Yakitori Musume - Sugoude Hanjouki (Japan),SLPS-03435,SLPS-03435-1.mcd,SLPS-03435_1.mcd,SLPS03435,Japanese,Media Entertainment,Puzzle / Action,Media Entertainment,5/9/2002,NTSC-J,2002-03-22-17-00-00-00,
Yaku: Yuujou Dangi,Yaku - Yuujou Dangi (Japan),SLPS-00152,SLPS-00152-1.mcd,SLPS-00152_1.mcd,SLPS00152,Japanese,Axes Art Amuse,Adventure,Idea Factory,1/13/1996,NTSC-J,1995-09-22-05-43-05-00,
Yaku Tsuu: Noroi no Game,Yaku Tsuu - Noroi no Game (Japan),SLPS-00689,SLPS-00689-1.mcd,SLPS-00689_1.mcd,SLPS00689,Japanese,Axes Art Amuse,Adventure,Idea Factory,2/7/1997,NTSC-J,1996-11-28-01-00-00-00,
Yamagata Digital Museum (Disc 1) (Spring),Yamagata Digital Museum (Japan) (Disc 1) (Spring),SLPS-02393,SLPS-02393-1.mcd,SLPS-02393_1.mcd,SLPS02393,Japanese,Infinity,Data / Pictures / Music,Imagineer,11/18/1999,NTSC-J,1999-05-05-14-00-00-00,
Yamagata Digital Museum (Disc 2) (Summer),Yamagata Digital Museum (Japan) (Disc 2) (Summer),SLPS-02394,SLPS-02394-1.mcd,SLPS-02394_1.mcd,SLPS02394,Japanese,Infinity,Data / Pictures / Music,Imagineer,11/18/1999,NTSC-J,1999-05-05-13-00-00-00,
Yamagata Digital Museum (Disc 3) (Autumn),Yamagata Digital Museum (Japan) (Disc 3) (Autumn),SLPS-02395,SLPS-02395-1.mcd,SLPS-02395_1.mcd,SLPS02395,Japanese,Infinity,Data / Pictures / Music,Imagineer,11/18/1999,NTSC-J,1999-05-05-12-00-00-00,
Yamagata Digital Museum (Disc 4) (Winter),Yamagata Digital Museum (Japan) (Disc 4) (Winter),SLPS-02396,SLPS-02396-1.mcd,SLPS-02396_1.mcd,SLPS02396,Japanese,Infinity,Data / Pictures / Music,Imagineer,11/18/1999,NTSC-J,1999-05-05-15-00-00-00,
Yamasa Digi Guide: Faust,Yamasa Digi Guide - Faust (Japan),SLPS-03120,SLPS-03120-1.mcd,SLPS-03120_1.mcd,SLPS03120,Japanese,Yamasa Entertainment,Gambling,Sunsoft,1/18/2001,NTSC-J,0000-11-16-20-00-00-00,
Yamasa Digi Guide: Hyper Rush,Yamasa Digi Guide - Hyper Rush (Japan),SLPS-02989,SLPS-02989-1.mcd,SLPS-02989_1.mcd,SLPS02989,Japanese,Yamasa Entertainment,Gambling,Sunsoft,10/5/2000,NTSC-J,0000-08-24-18-00-00-00,
Yamasa Digi Guide: M771,Yamasa Digi Guide - M771 (Japan),SLPS-03038,SLPS-03038-1.mcd,SLPS-03038_1.mcd,SLPS03038,Japanese,Yamasa Entertainment,Gambling,Sunsoft,11/16/2000,NTSC-J,0000-10-05-13-00-00-00,
Yamasa Digi Guide: New Pulsar R,Yamasa Digi Guide - New Pulsar R (Japan),SLPS-02980,SLPS-02980-1.mcd,SLPS-02980_1.mcd,SLPS02980,Japanese,Yamasa Entertainment,Gambling,Sunsoft,10/5/2000,NTSC-J,0000-08-30-18-00-00-00,
Yamasa Digi Guide: Umekagetsu R,Yamasa Digi Guide - Umekagetsu R (Japan),SLPS-03096,SLPS-03096-1.mcd,SLPS-03096_1.mcd,SLPS03096,Japanese,Yamasa Entertainment,Gambling,Sunsoft,12/21/2000,NTSC-J,0000-10-20-07-00-00-00,
Yamasa Digi Selection,Yamasa Digi Selection (Japan),SLPS-03429,SLPS-03429-1.mcd,SLPS-03429_1.mcd,SLPS03429,Japanese,Yamasa Entertainment,Gambling,Yamasa Entertainment,4/25/2002,NTSC-J,1902-03-08-12-00-00-00,
Yamasa Digi Selection,Yamasa Digi Selection (Japan) (DX),SLPS-03428,SLPS-03428-1.mcd,SLPS-03428_1.mcd,SLPS03428,Japanese,Yamasa Entertainment,Gambling,Yamasa Entertainment,4/25/2002,NTSC-J,1902-03-08-12-00-00-00,
Yamasa Digi Selection 2,Yamasa Digi Selection 2 (Japan),SLPS-03484,SLPS-03484-1.mcd,SLPS-03484_1.mcd,SLPS03484,Japanese,Yamasa Entertainment,Gambling,Yamasa Entertainment,10/24/2002,NTSC-J,2002-10-17-01-40-00-00,
Yamasa Digi World: Tetra Master,Yamasa Digi World - Tetra Master (Japan),SLPS-03212,SLPS-03212-1.mcd,SLPS-03212_1.mcd,SLPS03212,Japanese,Yamasa Entertainment,Gambling,Yamasa Entertaiment,5/24/2001,NTSC-J,1901-04-10-13-00-00-00,
Yamifuku Natsu: Teito Monogatari Futatabi,Yamifuku Natsu - Teito Monogatari Futatabi (Japan),SLPS-01878,SLPS-01878-1.mcd,SLPS-01878_1.mcd,SLPS01878,Japanese,B-Factory,Adventure / Action,B-Factory,4/8/1999,NTSC-J,1999-03-02-14-00-00-00,
Yarudora: Yukiwari no Hana & Sampaguita,Yarudora - Yukiwari no Hana & Sampaguita (Japan) (Demo),PCPX-96128,PCPX-96128-1.mcd,PCPX-96128_1.mcd,PCPX96128,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1998-08-21-19-00-00-00,
Yarudora Series Vol. 1: Double Cast,Yarudora Series Vol. 1 - Double Cast (Japan) (Demo 1),PAPX-90033,PAPX-90033-1.mcd,PAPX-90033_1.mcd,PAPX90033,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1998-02-10-16-00-00-00,
Yarudora Series Vol. 1: Double Cast,Yarudora Series Vol. 1 - Double Cast (Japan) (Demo 2),PAPX-90035,PAPX-90035-1.mcd,PAPX-90035_1.mcd,PAPX90035,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1998-03-04-13-00-00-00,
Yarudora Series Vol. 1: Double Cast (Disc 1),Yarudora Series Vol. 1 - Double Cast (Japan) (Disc 1),SCPS-10053,SCPS-10053-1.mcd,SCPS-10053_1.mcd,SCPS10053,Japanese,Sugar & Rockets / Production I.G,Adventure,Sony Computer Entertaiment,6/25/1998,NTSC-J,1998-04-26-02-00-00-00,
Yarudora Series Vol. 1: Double Cast (Disc 2),Yarudora Series Vol. 1 - Double Cast (Japan) (Disc 2),SCPS-10054,SCPS-10054-1.mcd,SCPS-10054_1.mcd,SCPS10054,Japanese,Sugar & Rockets / Production I.G,Adventure,Sony Computer Entertaiment,6/25/1998,NTSC-J,1998-04-26-02-00-00-00,
Yarudora Series Vol. 2: Kisetsu o Dakishimete,Yarudora Series Vol. 2 - Kisetsu o Dakishimete (Japan) (Demo),PAPX-90036,PAPX-90036-1.mcd,PAPX-90036_1.mcd,PAPX90036,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1998-05-04-19-00-00-00,
Yarudora Series Vol. 2: Kisetsu o Dakishimete (Disc 1),Yarudora Series Vol. 2 - Kisetsu o Dakishimete (Japan) (Disc 1),SCPS-10056,SCPS-10056-1.mcd,SCPS-10056_1.mcd,SCPS10056,Japanese,Sugar & Rockets / Production I.G,Adventure,Sony Computer Entertaiment,7/23/1998,NTSC-J,1998-05-22-17-00-00-00,
Yarudora Series Vol. 2: Kisetsu o Dakishimete (Disc 2),Yarudora Series Vol. 2 - Kisetsu o Dakishimete (Japan) (Disc 2),SCPS-10057,SCPS-10057-1.mcd,SCPS-10057_1.mcd,SCPS10057,Japanese,Sugar & Rockets / Production I.G,Adventure,Sony Computer Entertaiment,7/23/1998,NTSC-J,1998-05-22-17-00-00-00,
Yarudora Series Vol. 3: Sampaguita,Yarudora Series Vol. 3 - Sampaguita (Japan) (Demo),PAPX-90042,PAPX-90042-1.mcd,PAPX-90042_1.mcd,PAPX90042,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1998-06-12-18-00-00-00,
Yarudora Series Vol. 3: Sampaguita (Disc 1),Yarudora Series Vol. 3 - Sampaguita (Japan) (Disc 1),SCPS-10067,SCPS-10067-1.mcd,SCPS-10067_1.mcd,SCPS10067,Japanese,Sugar & Rockets / Production I.G,Adventure,Sony Computer Entertaiment,10/15/1998,NTSC-J,1998-08-19-20-00-00-00,
Yarudora Series Vol. 3: Sampaguita (Disc 2),Yarudora Series Vol. 3 - Sampaguita (Japan) (Disc 2),SCPS-10068,SCPS-10068-1.mcd,SCPS-10068_1.mcd,SCPS10068,Japanese,Sugar & Rockets / Production I.G,Adventure,Sony Computer Entertaiment,10/15/1998,NTSC-J,1998-08-19-20-00-00-00,
Yarudora Series Vol. 4: Yukiwari no Hana (Disc 1),Yarudora Series Vol. 4 - Yukiwari no Hana (Japan) (Disc 1),SCPS-10069,SCPS-10069-1.mcd,SCPS-10069_1.mcd,SCPS10069,Japanese,Sugar & Rockets / Production I.G,Adventure,Sony Computer Entertaiment,11/26/1998,NTSC-J,1998-10-06-00-00-00-00,
Yarudora Series Vol. 4: Yukiwari no Hana (Disc 2),Yarudora Series Vol. 4 - Yukiwari no Hana (Japan) (Disc 2),SCPS-10070,SCPS-10070-1.mcd,SCPS-10070_1.mcd,SCPS10070,Japanese,Sugar & Rockets / Production I.G,Adventure,Sony Computer Entertaiment,11/26/1998,NTSC-J,1998-10-06-00-30-00-00,
Yeh Yeh Tennis,"Yeh Yeh Tennis (Europe) (En,Fr,De)",SLES-02272,SLES-02272-1.mcd,SLES-02272_1.mcd,SLES02272,English / French / German,Sunsoft,Tennis,Sunsoft,9/8/2000,PAL,1999-12-09-17-40-00-00,
Yellow Brick Road,Yellow Brick Road (Japan),SLPS-00443,SLPS-00443-1.mcd,SLPS-00443_1.mcd,SLPS00443,Japanese,"Synergy, Inc",Action / Adventure,Acclaim Entertainment,8/30/1996,NTSC-J,1996-07-11-02-40-34-00,
The Yellow Monkey: Trancemission VJ Remix,"Yellow Monkey, The - Trancemission VJ Remix (Japan)",SLPM-86473,SLPM-86473-1.mcd,SLPM-86473_1.mcd,SLPM86473,Japanese,Hands-On Entertainment,Data / Pictures / Music,Hands-On Entertainment,4/14/2000,NTSC-J,0000-03-05-12-00-00-00,
