Title,redump_name,serial,MCPFile,EMUFile,PSPSerial,Language,Developer,Genre,Publisher,Release_Date,Region,uuid,Filename
World Cup Golf: Professional Edition,World Cup Golf - Professional Edition (France),SLES-00138,SLES-00138-1.mcd,SLES-00138_1.mcd,SLES00138,French,Arc Developments,Golf,US Gold,1/15/1996,PAL,1995-11-15-11-14-00-00,
World Cup Golf: Professional Edition,World Cup Golf - Professional Edition (Germany),SLES-00137,SLES-00137-1.mcd,SLES-00137_1.mcd,SLES00137,German,Arc Developments,Golf,US Gold,1/15/1996,PAL,1995-11-17-07-13-50-00,
World Cup Golf: Professional Edition,World Cup Golf - Professional Edition (USA),SLUS-00063,SLUS-00063-1.mcd,SLUS-00063_1.mcd,SLUS00063,English,Arc Developments,Golf,US Gold,1/15/1996,NTSC-U,1995-12-19-12-00-00-00,
World Destruction League: Thunder Tanks,"World Destruction League - Thunder Tanks (Europe) (En,Fr,De,Es,It)",SLES-03232,SLES-03232-1.mcd,SLES-03232_1.mcd,SLES03232,English / French / German / Italian / Spanish,Studio 3DO,Strategy / Action,The 3DO Company,11/17/2000,PAL,0000-10-24-11-52-24-00,
World Destruction League: Thunder Tanks,World Destruction League - Thunder Tanks (USA),SLUS-01175,SLUS-01175-1.mcd,SLUS-01175_1.mcd,SLUS01175,English,Studio 3DO,Strategy / Action,The 3DO Company,9/9/2000,NTSC-U,0000-08-15-11-43-25-00,
World Destruction League: WarJetz,"World Destruction League - WarJetz (Europe) (En,Fr,De,Es,It)",SLES-03359,SLES-03359-1.mcd,SLES-03359_1.mcd,SLES03359,English / French / German / Italian / Spanish,Studio 3DO,Action / Racing / Shooter,The 3DO Company,5/31/2001,PAL,1901-03-06-13-00-00-00,
World Destruction League: WarJetz,World Destruction League - WarJetz (USA),SLUS-01247,SLUS-01247-1.mcd,SLUS-01247_1.mcd,SLUS01247,English,Studio 3DO,Action / Racing / Shooter,The 3DO Company,6/28/2001,NTSC-U,1901-01-16-01-00-00-00,
World Greatest Hits Series Vol. 1: Pro Pinball: Big Race USA,World Greatest Hits Series Vol. 1 - Pro Pinball - Big Race USA (Japan),SLPM-87058,SLPM-87058-1.mcd,SLPM-87058_1.mcd,SLPM87058,English,Cunning Developments,Pinball,Syscom Entertainment,6/13/2002,NTSC-J,2002-02-06-10-00-00-00,
World Greatest Hits Series Vol. 2: Pipe Dreams 3D,World Greatest Hits Series Vol. 2 - Pipe Dreams 3D (Japan),SLPM-87045,SLPM-87045-1.mcd,SLPM-87045_1.mcd,SLPM87045,English,Sick Puppies,Puzzle,Syscom,6/13/2002,NTSC-J,2002-02-04-10-00-00-00,
World Greatest Hits Series Vol. 3: Speedball 2100,World Greatest Hits Series Vol. 3 - Speedball 2100 (Japan),SLPM-87061,SLPM-87061-1.mcd,SLPM-87061_1.mcd,SLPM87061,English,The Bitmap Brothers,Sports / Action,Syscom Entertainment,6/13/2002,NTSC-J,2002-03-06-10-00-00-00,
World Greatest Hits Series Vol. 4: Tom Clancy's Rainbow Six,World Greatest Hits Series Vol. 4 - Tom Clancy's Rainbow Six (Japan),SLPM-87084,SLPM-87084-1.mcd,SLPM-87084_1.mcd,SLPM87084,English,Rebellion,First Person Shooter / Strategy / Action,Syscom,6/13/2002,NTSC-J,2002-04-01-14-00-00-00,
World Greatest Hits Series Vol. 5: Tyco R/C: Assault with a Battery,World Greatest Hits Series Vol. 5 - Tyco R-C - Assault with a Battery (Japan),SLPM-87078,SLPM-87078-1.mcd,SLPM-87078_1.mcd,SLPM87078,English,Lucky Chicken Games,Driving / Racing,Syscom Entertaiment / Mattel Interactive,6/13/2002,NTSC-J,2002-04-24-15-00-00-00,
World League Basketball,World League Basketball (Europe),SLES-00626,SLES-00626-1.mcd,SLES-00626_1.mcd,SLES00626,English,High Voltage Software,Basketball,Mindscape,12/10/1997,PAL,1998-04-01-17-00-00-00,
World League Soccer,World League Soccer (Japan),SLPS-01389,SLPS-01389-1.mcd,SLPS-01389_1.mcd,SLPS01389,Japanese,Silicon Dreams,Soccer,Coconuts Japan,5/7/1998,NTSC-J,1998-03-01-10-14-10-00,
World League Soccer '98,"World League Soccer '98 (Europe) (En,Es,It)",SLES-00717,SLES-00717-1.mcd,SLES-00717_1.mcd,SLES00717,English / Italian / Spanish,Silicon Dreams,Soccer,Eidos Interactive,5/29/1998,PAL,1997-06-04-14-07-32-00,
World League Soccer '98,World League Soccer '98 (France),SLES-01166,SLES-01166-1.mcd,SLES-01166_1.mcd,SLES01166,French,Silicon Dreams,Soccer,Eidos Interactive,5/29/1998,PAL,1997-06-04-14-07-32-00,
World League Soccer '98 (Demo),"World League Soccer '98 (France) (En,Fr,De,Es,It) (Demo)",SLED-01367,SLED-01367-1.mcd,SLED-01367_1.mcd,SLED01367,English / French / German / Italian / Spanish,N/A,N/A,N/A,N/A,PAL,1997-06-04-14-07-32-00,
World League Soccer '98,World League Soccer '98 (Germany),SLES-01167,SLES-01167-1.mcd,SLES-01167_1.mcd,SLES01167,German,Silicon Dreams,Soccer,Eidos Interactive,5/29/1998,PAL,1997-06-04-14-07-32-00,
World Never Island,World Never Island (Japan),SLPS-02639,SLPS-02639-1.mcd,SLPS-02639_1.mcd,SLPS02639,Japanese,Riverhill Soft,Adventure / Simulation,Riverhill Soft,3/30/2000,NTSC-J,0000-02-12-21-30-00-00,
World Neverland: Olerud Oukoku Monogatari,World Neverland - The Olerud Kingdom Stories (Japan),SLPS-01037,SLPS-01037-1.mcd,SLPS-01037_1.mcd,SLPS01037,Japanese,Riverhill Soft,RPG / Simulation,Riverhill Soft,10/23/1997,NTSC-J,1997-09-06-15-07-03-00,
World Neverland 2: Pluto Kyouwakoku Monogatari,World Neverland 2 - The Waktic Republic of Pluto (Japan),SLPS-01884,SLPS-01884-1.mcd,SLPS-01884_1.mcd,SLPS01884,Japanese,Riverhill Soft,Simulation / RPG,Riverhill Soft,2/25/1999,NTSC-J,1999-01-16-18-20-00-00,
World of Dragon Warrior: Torneko: The Last Hope,World of Dragon Warrior - Torneko - The Last Hope (USA),SLUS-01181,SLUS-01181-1.mcd,SLUS-01181_1.mcd,SLUS01181,English,Matrix Software,Action / RPG,Enix,11/16/2000,NTSC-U,0000-10-02-18-00-00-00,
World Pro Tennis '98,World Pro Tennis '98 (Japan),SLPS-01379,SLPS-01379-1.mcd,SLPS-01379_1.mcd,SLPS01379,English,I.Magic,Tennis,I.Magic,8/6/1998,NTSC-J,1998-06-24-00-00-00-00,
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal e no Chousen,World Soccer Jikkyou Winning Eleven 2000 - U-23 Medal e no Chousen (Japan),SLPM-86600,SLPM-86600-1.mcd,SLPM-86600_1.mcd,SLPM86600,Japanese,KCET,Soccer,Konami,8/31/2000,NTSC-J,0000-07-17-00-00-00-00,
World Soccer Jikkyou Winning Eleven 3: Final Ver.,World Soccer Jikkyou Winning Eleven 3 - Final Ver. (Japan),SLPM-86162,SLPM-86162-1.mcd,SLPM-86162_1.mcd,SLPM86162,Japanese,KCE Sapporo,Soccer,Konami,12/11/1998,NTSC-J,1998-11-17-00-00-00-00,
World Soccer Jikkyou Winning Eleven 3: Final Ver.,World Soccer Jikkyou Winning Eleven 3 - Final Ver. (Japan) (Rev 1),SLPM-86162,SLPM-86162-1.mcd,SLPM-86162_1.mcd,SLPM86162,Japanese,KCE Sapporo,Soccer,Konami,12/11/1998,NTSC-J,1998-11-17-00-00-00-00,
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,World Soccer Jikkyou Winning Eleven 3 - World Cup France '98 (Japan),SLPM-86086,SLPM-86086-1.mcd,SLPM-86086_1.mcd,SLPM86086,Japanese,KCET,Soccer,Konami,5/28/1998,NTSC-J,1998-06-15-00-00-00-00,
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,World Soccer Jikkyou Winning Eleven 3 - World Cup France '98 (Japan) (Rev 1),SLPM-86086,SLPM-86086-1.mcd,SLPM-86086_1.mcd,SLPM86086,Japanese,KCET,Soccer,Konami,5/28/1998,NTSC-J,1998-06-15-00-00-00-00,
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,World Soccer Jikkyou Winning Eleven 3 - World Cup France '98 (Japan) (Demo),SLPM-80240,SLPM-80240-1.mcd,SLPM-80240_1.mcd,SLPM80240,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1998-03-24-14-20-14-00,
World Soccer Jikkyou Winning Eleven 4,World Soccer Jikkyou Winning Eleven 4 (Japan),SLPM-86291,SLPM-86291-1.mcd,SLPM-86291_1.mcd,SLPM86291,Japanese,KCET,Soccer,Konami,9/2/1999,NTSC-J,1999-09-29-00-00-00-00,
World Soccer Jikkyou Winning Eleven 4,World Soccer Jikkyou Winning Eleven 4 (Japan) (Rev 1),SLPM-86291,SLPM-86291-1.mcd,SLPM-86291_1.mcd,SLPM86291,Japanese,KCET,Soccer,Konami,9/2/1999,NTSC-J,1999-09-29-00-00-00-00,
World Soccer Winning Eleven,World Soccer Winning Eleven (Japan),SLPS-00272,SLPS-00272-1.mcd,SLPS-00272_1.mcd,SLPS00272,Japanese,Konami,Soccer,Konami,3/15/1996,NTSC-J,1996-01-26-16-00-00-00,
World Soccer Winning Eleven 2002,World Soccer Winning Eleven 2002 (Japan),SLPM-87056,SLPM-87056-1.mcd,SLPM-87056_1.mcd,SLPM87056,Japanese,Konami,Sports / Soccer,Konami,4/25/2002,NTSC-J,2002-02-12-00-00-00-00,
World Soccer Winning Eleven '97,World Soccer Winning Eleven '97 (Japan),SLPM-86035,SLPM-86035-1.mcd,SLPM-86035_1.mcd,SLPM86035,Japanese,KCET,Soccer,Konami,6/5/1997,NTSC-J,1997-07-15-00-00-00-00,
World Soccer Winning Eleven '97,World Soccer Winning Eleven '97 (Japan) (Rev 1),SLPM-86035,SLPM-86035-1.mcd,SLPM-86035_1.mcd,SLPM86035,Japanese,KCET,Soccer,Konami,6/5/1997,NTSC-J,1997-07-15-00-00-00-00,
World Stadium 2,World Stadium 2 (Japan),SLPS-01335,SLPS-01335-1.mcd,SLPS-01335_1.mcd,SLPS01335,Japanese,Namco,Baseball / Mini Games,Namco,4/29/1998,NTSC-J,1998-04-03-01-30-00-00,
World Stadium 3,World Stadium 3 (Japan),SLPS-01970,SLPS-01970-1.mcd,SLPS-01970_1.mcd,SLPS01970,Japanese,Namco,Baseball / Mini Games,Namco,4/8/1999,NTSC-J,1999-03-07-19-00-00-00,
World Stadium 4,World Stadium 4 (Japan),SLPS-02660,SLPS-02660-1.mcd,SLPS-02660_1.mcd,SLPS02660,Japanese,Namco,Baseball / Mini Games,Namco,3/23/2000,NTSC-J,0000-02-22-13-14-02-00,
World Stadium 5,World Stadium 5 (Japan),SLPS-03180,SLPS-03180-1.mcd,SLPS-03180_1.mcd,SLPS03180,Japanese,Namco,Baseball / Mini Games,Namco,5/10/2001,NTSC-J,1901-04-10-17-30-00-00,
World Stadium EX,World Stadium EX (Japan),SLPS-00075,SLPS-00075-1.mcd,SLPS-00075_1.mcd,SLPS00075,Japanese,Namco,Baseball / Mini Games,Namco,7/26/1996,NTSC-J,1996-08-21-00-00-00-00,
World Stadium EX,World Stadium EX (Japan) (Rev 1),SLPS-00075,SLPS-00075-1.mcd,SLPS-00075_1.mcd,SLPS00075,Japanese,Namco,Baseball / Mini Games,Namco,7/26/1996,NTSC-J,1996-08-21-00-00-00-00,
World Tennis Stars,World Tennis Stars (Europe),SLES-04039,SLES-04039-1.mcd,SLES-04039_1.mcd,SLES04039,English,Ignition Entertainment,Sports / Tennis,Ignition Entertainment,6/2/2004,PAL,2003-04-17-09-54-49-00,
World Tour Conductor: Sekai Yume Kikou,World Tour Conductor - Sekai Yume Kikou (Japan),SLPS-02231,SLPS-02231-1.mcd,SLPS-02231_1.mcd,SLPS02231,Japanese,TYO,Adventure / Dating / Quiz,TYO,8/26/1999,NTSC-J,1999-07-19-00-14-36-00,
World's Scariest Police Chases,World's Scariest Police Chases (Europe),SLES-03425,SLES-03425-1.mcd,SLES-03425_1.mcd,SLES03425,English,Unique Development Studios (UDS),Action / Racing / Shooter,Activision,6/29/2001,PAL,2001-05-11-12-10-19-00,
World's Scariest Police Chases,World's Scariest Police Chases (USA),SLUS-01165,SLUS-01165-1.mcd,SLUS-01165_1.mcd,SLUS01165,English,Unique Development Studios (UDS),Action / Racing / Shooter,Activision,5/21/2001,NTSC-U,2001-04-28-16-15-26-00,
Worms,Worms (Europe),SLES-00119,SLES-00119-1.mcd,SLES-00119_1.mcd,SLES00119,English,"Team17 Software, Ltd",Strategy / Action,Ocean,12/10/1995,PAL,1995-09-28-20-40-48-00,
Worms,Worms (Japan),SLPS-00547,SLPS-00547-1.mcd,SLPS-00547_1.mcd,SLPS00547,English,"Team17 Software, Ltd",Strategy / Action,Ocean,2/28/1997,NTSC-J,1996-08-14-15-18-51-00,
Worms,Worms (USA),SLUS-00336,SLUS-00336-1.mcd,SLUS-00336_1.mcd,SLUS00336,English,"Team17 Software, Ltd",Strategy / Action,Ocean,12/10/1995,NTSC-U,1995-09-28-20-40-48-00,
Worms Armageddon,Worms Armageddon (Europe),SLES-02217,SLES-02217-1.mcd,SLES-02217_1.mcd,SLES02217,English,"Team17 Software, Ltd",Strategy / Action,Hasbro Interactive / Microprose,10/29/1999,PAL,1999-09-02-09-42-07-00,
Worms Armageddon,Worms Armageddon (Europe),SLES-02217,SLES-02217-1.mcd,SLES-02217_1.mcd,SLES02217,English,"Team17 Software, Ltd",Strategy / Action,Hasbro Interactive / Microprose,10/29/1999,PAL,1999-09-02-09-42-07-00,
Worms Armageddon,"Worms Armageddon (Europe) (Fr,Nl,Sv,No,Da)",SLES-02332,SLES-02332-1.mcd,SLES-02332_1.mcd,SLES02332,Danish / Dutch / French / Norwegian / Swedish,"Team17 Software, Ltd",Strategy / Action,Hasbro Interactive / Microprose,10/29/1999,PAL,1999-09-16-09-42-07-00,
Worms Armageddon,"Worms Armageddon (Europe) (Fr,Nl,Sv,No,Da)",SLES-02332,SLES-02332-1.mcd,SLES-02332_1.mcd,SLES02332,Danish / Dutch / French / Norwegian / Swedish,"Team17 Software, Ltd",Strategy / Action,Hasbro Interactive / Microprose,10/29/1999,PAL,1999-09-16-09-42-07-00,
Worms Armageddon,Worms Armageddon (Germany),SLES-02331,SLES-02331-1.mcd,SLES-02331_1.mcd,SLES02331,German,"Team17 Software, Ltd",Strategy / Action,Hasbro Interactive / Microprose,10/29/1999,PAL,1999-09-15-09-42-07-00,
Worms Armageddon,Worms Armageddon (Germany),SLES-02331,SLES-02331-1.mcd,SLES-02331_1.mcd,SLES02331,German,"Team17 Software, Ltd",Strategy / Action,Hasbro Interactive / Microprose,10/29/1999,PAL,1999-09-15-09-42-07-00,
Worms Armageddon,Worms Armageddon (USA),SLUS-00888,SLUS-00888-1.mcd,SLUS-00888_1.mcd,SLUS00888,English,"Team17 Software, Ltd",Strategy / Action,Hasbro Interactive / Microprose,11/1/1999,NTSC-U,1999-09-02-09-42-07-00,
Worms Pinball,"Worms Pinball (Europe) (En,Fr,De,Es,It)",SLES-00483,SLES-00483-1.mcd,SLES-00483_1.mcd,SLES00483,English / French / German / Italian / Spanish,Team 17,Pinball,Infogrames,11/1/1999,PAL,1999-09-21-16-00-00-00,
Worms World Party,"Worms World Party (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)",SLES-03804,SLES-03804-1.mcd,SLES-03804_1.mcd,SLES03804,Danish / Dutch / English / French / German / Italian / Spanish / Swedish,"Team17 Software, Ltd. / The Code Monkeys",Strategy / Action,Ubisoft Entertainment,12/14/2001,PAL,1901-11-22-12-23-04-00,
Worms World Party,"Worms World Party (USA) (En,Fr,De,Es,It,Nl,Sv,Da)",SLUS-01448,SLUS-01448-1.mcd,SLUS-01448_1.mcd,SLUS01448,Danish / Dutch / English / French / German / Italian / Spanish / Swedish,"Team17 Software, Ltd. / The Code Monkeys",Strategy / Action,Ubisoft Entertainment,3/29/2002,NTSC-U,1902-02-12-09-43-04-00,
WRC: FIA World Rally Championship Arcade,"WRC - FIA World Rally Championship Arcade (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",SCES-03907,SCES-03907-1.mcd,SCES-03907_1.mcd,SCES03907,Danish / Dutch / English / Finnish / French / German / Italian / Norwegian / Portuguese / Spanish / Swedish,Unique Development Studios AB,Driving / Racing,Sony,11/8/2002,PAL,2002-09-10-12-00-00-00,
Wreckin Crew: Drive Dangerously,"Wreckin Crew - Drive Dangerously (Europe) (En,Fr,De,Es,It)",SLES-00489,SLES-00489-1.mcd,SLES-00489_1.mcd,SLES00489,English / French / German / Italian / Spanish,Quickdraw Developments,Action / Racing,Telstar Electronic Studios,10/7/1998,PAL,1998-05-22-12-18-00-00,
Wreckin Crew: Drive Dangerously,"Wreckin Crew - Drive Dangerously (USA) (En,Es)",SLUS-00587,SLUS-00587-1.mcd,SLUS-00587_1.mcd,SLUS00587,English / Spanish,Quickdraw Developments,Action / Racing,Telstar Electronic Studios,10/7/1998,NTSC-U,1998-09-18-12-02-00-00,
WTC: World Touring Car Championship,WTC - World Touring Car Championship (Japan),SLPS-02852,SLPS-02852-1.mcd,SLPS-02852_1.mcd,SLPS02852,Japanese,Codemasters,Driving / Racing,Spike,9/11/2000,NTSC-J,0000-09-28-13-51-33-00,
Wu-Tang: Shaolin Style,Wu-Tang - Shaolin Style (France),SLES-02171,SLES-02171-1.mcd,SLES-02171_1.mcd,SLES02171,English,Paradox Development,Fighting / Beat'em Up,Activision,11/12/1999,PAL,1999-10-08-16-07-52-06,
Wu-Tang: Shaolin Style,Wu-Tang - Shaolin Style (Germany),SLES-02172,SLES-02172-1.mcd,SLES-02172_1.mcd,SLES02172,German,Paradox Development,Fighting / Beat'em Up,Activision,11/12/1999,PAL,1999-10-10-03-48-40-16,
Wu-Tang: Shaolin Style,Wu-Tang - Shaolin Style (USA),SLUS-00929,SLUS-00929-1.mcd,SLUS-00929_1.mcd,SLUS00929,English,Paradox Development,Fighting / Beat'em Up,Activision,10/31/1999,NTSC-U,1999-10-01-23-24-12-57,
Wu-Tang: Taste the Pain,Wu-Tang - Taste the Pain (Europe),SLES-02170,SLES-02170-1.mcd,SLES-02170_1.mcd,SLES02170,English,Paradox Development,Fighting / Beat'em Up,Activision,11/12/1999,PAL,1999-10-02-00-44-15-97,
Wu-Tang: Taste the Pain,Wu-Tang - Taste the Pain (Italy),SLES-02173,SLES-02173-1.mcd,SLES-02173_1.mcd,SLES02173,Italian,Paradox Development,Fighting / Beat'em Up,Activision,11/12/1999,PAL,1999-10-15-13-11-02-27,
ECW Anarchy Rulz,WWF Attitude (Europe),SLES-01980,SLES-01980-1.mcd,SLES-01980_1.mcd,SLES01980,English,"Acclaim Studios Salt Lake City, Inc",Wrestling,Acclaim Sports,8/20/1999,NTSC-U,0000-07-18-00-00-00-00,
WWF Attitude,WWF Attitude (Germany),SLES-02255,SLES-02255-1.mcd,SLES-02255_1.mcd,SLES02255,English,"Acclaim Studios Salt Lake City, Inc",Wrestling,Acclaim Sports,8/20/1999,PAL,1999-07-17-00-00-00-00,
WWF Attitude,WWF Attitude (USA),SLUS-00831,SLUS-00831-1.mcd,SLUS-00831_1.mcd,SLUS00831,English,"Acclaim Studios Salt Lake City, Inc",Wrestling,Acclaim Sports,6/30/1999,NTSC-U,1999-07-21-00-00-00-00,
WWF In Your House,WWF In Your House (Europe),SLES-00286,SLES-00286-1.mcd,SLES-00286_1.mcd,SLES00286,English,"Sculptured Software, Inc",Wrestling,"Acclaim Entertainment, Inc",12/20/1996,PAL,1996-10-27-12-00-00-00,
WWF In Your House,WWF In Your House (Japan),SLPS-00695,SLPS-00695-1.mcd,SLPS-00695_1.mcd,SLPS00695,English,"Sculptured Software, Inc",Wrestling,"Acclaim Entertainment, Inc",2/21/1997,NTSC-J,1996-10-30-00-00-00-00,
WWF In Your House,WWF In Your House (USA),SLUS-00246,SLUS-00246-1.mcd,SLUS-00246_1.mcd,SLUS00246,English,"Sculptured Software, Inc",Wrestling,"Acclaim Entertainment, Inc",11/21/1996,NTSC-U,1996-11-20-00-00-00-00,
WWF In Your House,WWF In Your House (USA) (Rev 1),SLUS-00246,SLUS-00246-1.mcd,SLUS-00246_1.mcd,SLUS00246,English,"Sculptured Software, Inc",Wrestling,"Acclaim Entertainment, Inc",11/21/1996,NTSC-U,1996-11-20-00-00-00-00,
WWF SmackDown!,WWF SmackDown! (Europe),SLES-02619,SLES-02619-1.mcd,SLES-02619_1.mcd,SLES02619,English,Yuke's Co. Ltd,Wrestling,THQ,4/10/2000,PAL,0000-03-15-10-10-39-00,
WWF SmackDown!,WWF SmackDown! (USA),SLUS-00927,SLUS-00927-1.mcd,SLUS-00927_1.mcd,SLUS00927,English,Yuke's Co. Ltd,Wrestling,THQ,2/3/2000,NTSC-U,0000-02-02-10-10-39-00,
WWF SmackDown! 2: Know Your Role,WWF SmackDown! 2 - Know Your Role (Europe),SLES-03251,SLES-03251-1.mcd,SLES-03251_1.mcd,SLES03251,English,Yuke's Co. Ltd,Wrestling,THQ,1/1/2001,PAL,0000-10-22-10-10-39-00,
WWF SmackDown! 2: Know Your Role,WWF SmackDown! 2 - Know Your Role (USA),SLUS-01234,SLUS-01234-1.mcd,SLUS-01234_1.mcd,SLUS01234,English,Yuke's Co. Ltd,Wrestling,THQ,11/21/2000,NTSC-U,0000-10-26-10-10-39-00,
WWF War Zone,WWF War Zone (Europe),SLES-00804,SLES-00804-1.mcd,SLES-00804_1.mcd,SLES00804,English,"Iguana West Software, Inc",Wrestling,Acclaim Sports,9/1/1998,PAL,1998-07-19-00-00-00-00,
WWF War Zone,WWF War Zone (USA),SLUS-00495,SLUS-00495-1.mcd,SLUS-00495_1.mcd,SLUS00495,English,"Iguana West Software, Inc",Wrestling,Acclaim Sports,7/1/1998,NTSC-U,1998-08-12-00-00-00-00,
WWF War Zone,WWF War Zone (USA) (Rev 1),SLUS-00495,SLUS-00495-1.mcd,SLUS-00495_1.mcd,SLUS00495,English,"Iguana West Software, Inc",Wrestling,Acclaim Sports,7/1/1998,NTSC-U,1998-08-12-00-00-00-00,
WWF WrestleMania: The Arcade Game,WWF WrestleMania - The Arcade Game (Europe),SLES-00103,SLES-00103-1.mcd,SLES-00103_1.mcd,SLES00103,English,"Sculptured Software, Inc",Wrestling,Acclaim,11/15/1996,PAL,1995-09-21-10-00-00-00,
WWF WrestleMania: The Arcade Game,WWF WrestleMania - The Arcade Game (Japan),SLPS-00223,SLPS-00223-1.mcd,SLPS-00223_1.mcd,SLPS00223,Japanese,"Sculptured Software, Inc",Wrestling,Acclaim,1/26/1996,NTSC-J,1995-11-03-10-00-00-00,
WWF WrestleMania: The Arcade Game,WWF WrestleMania - The Arcade Game (USA),SLUS-00013,SLUS-00013-1.mcd,SLUS-00013_1.mcd,SLUS00013,English,"Sculptured Software, Inc",Wrestling,Acclaim,10/18/1995,NTSC-U,1995-09-01-10-00-00-00,
X Games Pro Boarder,"X Games Pro Boarder (Europe) (En,Fr,De,Es,It,Sv,No)",SCES-01556,SCES-01556-1.mcd,SCES-01556_1.mcd,SCES01556,English / French / German / Italian / Norwegian / Spanish / Swedish,Radical Entertainment,Snowboard,Konami,11/15/1998,PAL,1999-04-08-13-26-16-00,
X Games Pro Boarder,"X Games Pro Boarder (Europe) (En,Fr,De,Es,It,Sv,No) (Rev 1)",SCES-01556,SCES-01556-1.mcd,SCES-01556_1.mcd,SCES01556,English / French / German / Italian / Norwegian / Spanish / Swedish,Radical Entertainment,Snowboard,Konami,11/15/1998,PAL,1999-04-08-13-26-16-00,
X Games Pro Boarder,X Games Pro Boarder (Japan),SLPS-01944,SLPS-01944-1.mcd,SLPS-01944_1.mcd,SLPS01944,Japanese,Radical Entertainment,Snowboard,Konami,3/11/1999,NTSC-J,1999-02-04-18-58-18-00,
X Games Pro Boarder,X Games Pro Boarder (Japan) (Demo),SLPM-80393,SLPM-80393-1.mcd,SLPM-80393_1.mcd,SLPM80393,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1999-02-12-16-04-25-00,
X Games Pro Boarder,X Games Pro Boarder (USA),SLUS-00704,SLUS-00704-1.mcd,SLUS-00704_1.mcd,SLUS00704,English,Radical Entertainment,Snowboard,Konami,10/31/1998,NTSC-U,1998-09-09-11-31-00-00,
X.Racing,X.Racing (Japan),SLPS-01063,SLPS-01063-1.mcd,SLPS-01063_1.mcd,SLPS01063,English,Toka,Driving / Racing,Nichibutsu (Nihon Bussan),2/11/1998,NTSC-J,1997-12-17-19-00-00-00,
X2: No Relief,X2 - No Relief (Europe),SLES-00455,SLES-00455-1.mcd,SLES-00455_1.mcd,SLES00455,English,Team 17,Shooter,Ocean,11/15/1996,PAL,1996-10-15-15-36-39-00,
X2: No Relief,X2 - No Relief (Japan),SLPS-00766,SLPS-00766-1.mcd,SLPS-00766_1.mcd,SLPS00766,English,Team 17,Shooter,Capcom,8/21/1997,NTSC-J,1997-06-12-05-07-07-00,
X-360: Surrounding Your World with Sound (Demo),X-360 - Surrounding Your World with Sound (USA) (Demo),SLUS-90021,SLUS-90021-1.mcd,SLUS-90021_1.mcd,SLUS90021,English,N/A,N/A,N/A,N/A,NTSC-U,1998-01-24-13-09-44-00,
X-Bladez: Inline Skater,X-Bladez - Inline Skater (Europe),SLES-03815,SLES-03815-1.mcd,SLES-03815_1.mcd,SLES03815,English,Vision Scape Interactive,Sports / Skate,Ubisoft,3/22/2002,PAL,2002-01-21-16-22-26-00,
X-Bladez: Inline Skater,X-Bladez - Inline Skater (USA),SLUS-01444,SLUS-01444-1.mcd,SLUS-01444_1.mcd,SLUS01444,English,Vision Scape Interactive,Sports / Skate,Crave Entertainment,1/24/2002,NTSC-U,2001-12-12-16-22-26-00,
X-COM: Enemy Unknown,"X-COM - Enemy Unknown (Europe) (En,Fr,De,Es,It)",SLES-00054,SLES-00054-1.mcd,SLES-00054_1.mcd,SLES00054,English / French / German / Italian / Spanish,"MicroProse Software, Inc",Strategy,"MicroProse Software, Inc",11/15/1995,PAL,1995-08-29-18-57-28-98,
X-COM: Michinaru Shinryakusha,X-COM - Michinaru Shinryakusha (Japan),SLPS-00257,SLPS-00257-1.mcd,SLPS-00257_1.mcd,SLPS00257,Japanese,"MicroProse Software, Inc",Strategy,"MicroProse Software, Inc / Spectrum Holobyte",7/31/1997,NTSC-J,1997-03-06-09-18-34-91,
X-COM: Terror from the Deep,"X-COM - Terror from the Deep (Europe) (En,Fr,De,Es,It)",SLES-00077,SLES-00077-1.mcd,SLES-00077_1.mcd,SLES00077,English / French / German / Italian / Spanish,"MicroProse Software, Inc",Strategy,"MicroProse Software, Inc",12/1/1996,PAL,1996-09-19-12-30-44-01,
X-COM: UFO Defense,X-COM - UFO Defense (USA),SLUS-00141,SLUS-00141-1.mcd,SLUS-00141_1.mcd,SLUS00141,English,"MicroProse Software, Inc",Strategy,"MicroProse Software, Inc",10/15/1995,NTSC-U,1995-08-23-11-02-20-57,
Xena: Warrior Princess,Xena - Warrior Princess (Europe),SLES-02265,SLES-02265-1.mcd,SLES-02265_1.mcd,SLES02265,English,Universal Interactive Studios,Beat'em Up / Action,Electronic Arts,10/15/1999,PAL,1999-09-01-14-30-33-00,
Xena: Warrior Princess,Xena - Warrior Princess (Europe) (Beta) (1999-08-19),SLES-02265,SLES-02265-1.mcd,SLES-02265_1.mcd,SLES02265,English,Universal Interactive Studios,Beat'em Up / Action,Electronic Arts,10/15/1999,PAL,1999-09-01-14-30-33-00,
Xena: Warrior Princess,Xena - Warrior Princess (France),SLES-02266,SLES-02266-1.mcd,SLES-02266_1.mcd,SLES02266,French,Universal Interactive Studios,Beat'em Up / Action,Electronic Arts,10/15/1999,PAL,1999-09-01-14-30-33-00,
